Industry,Names Date,VWRETURN
1,19370831,-0.02357
1,19370930,-0.08711
1,19371031,-0.06812
1,19371130,-0.05476
1,19371231,-0.02039
1,19380131,0.03222
1,19380228,0.03801
1,19380331,-0.1538
1,19380430,0.12696
1,19380531,0.00016
1,19380630,0.13837
1,19380731,0.07136
1,19380831,-0.03693
1,19380930,0.00586
1,19381031,0.05708
1,19381130,-0.02313
1,19381231,0.02942
1,19390131,-0.01758
1,19390228,0.02835
1,19390331,-0.05467
1,19390430,0.00844
1,19390531,0.05679
1,19390630,-0.01938
1,19390731,0.06545
1,19390831,-0.07184
1,19390930,0.08052
1,19391031,0.03745
1,19391130,-0.00207
1,19391231,0.03462
1,19400131,0.01882
1,19400229,0.01072
1,19400331,0.01807
1,19400430,0.02044
1,19400531,-0.20565
1,19400630,0.05551
1,19400731,0.00332
1,19400831,0.01455
1,19400930,0.0268
1,19401031,-0.01075
1,19401130,-0.00731
1,19401231,0.00714
1,19410131,-0.00331
1,19410228,-0.02304
1,19410331,0.00703
1,19410430,-0.03964
1,19410531,-0.01269
1,19410630,0.0658
1,19410731,0.06172
1,19410831,0.01033
1,19410930,0.01795
1,19411031,-0.06565
1,19411130,-0.02688
1,19411231,-0.03347
1,19420131,0.03217
1,19420228,-0.05015
1,19420331,-0.07776
1,19420430,-0.03507
1,19420531,0.09105
1,19420630,0.03791
1,19420731,0.02624
1,19420831,0.00914
1,19420930,0.00266
1,19421031,0.04821
1,19421130,0.03206
1,19421231,0.04918
1,19430131,0.09573
1,19430228,0.03978
1,19430331,0.04835
1,19430430,0.01448
1,19430531,0.06801
1,19430630,0.02345
1,19430731,-0.01383
1,19430831,0.01057
1,19430930,0.02251
1,19431031,0.00405
1,19431130,-0.04337
1,19431231,0.06343
1,19440131,0.04098
1,19440229,-0.0034
1,19440331,0.03384
1,19440430,-0.01919
1,19440531,0.05502
1,19440630,0.059
1,19440731,-0.00211
1,19440831,0.02667
1,19440930,-0.0009
1,19441031,0.00077
1,19441130,0.01498
1,19441231,0.02401
1,19450131,0.02794
1,19450228,0.0429
1,19450331,-0.02885
1,19450430,0.0768
1,19450531,0.02693
1,19450630,0.01384
1,19450731,-0.01342
1,19450831,0.08061
1,19450930,0.06801
1,19451031,0.08363
1,19451130,0.04159
1,19451231,0.02903
1,19460131,0.05222
1,19460228,-0.0475
1,19460331,0.06702
1,19460430,0.03949
1,19460531,0.0408
1,19460630,-0.02968
1,19460731,-0.00134
1,19460831,-0.05243
1,19460930,-0.10622
1,19461031,0.00801
1,19461130,-0.01219
1,19461231,0.04133
1,19470131,0.00674
1,19470228,-0.00006
1,19470331,-0.01874
1,19470430,-0.06474
1,19470531,-0.0029
1,19470630,0.07047
1,19470731,0.04887
1,19470831,-0.01262
1,19470930,0.00719
1,19471031,0.01591
1,19471130,-0.0136
1,19471231,0.00674
1,19480131,-0.02681
1,19480229,-0.05757
1,19480331,0.05994
1,19480430,0.0169
1,19480531,0.05456
1,19480630,-0.01902
1,19480731,-0.01569
1,19480831,0.00053
1,19480930,-0.03708
1,19481031,0.03845
1,19481130,-0.058
1,19481231,0.00705
1,19490131,0.0372
1,19490228,-0.01748
1,19490331,0.03494
1,19490430,-0.01493
1,19490531,-0.00191
1,19490630,0.01491
1,19490731,0.05041
1,19490831,0.04165
1,19490930,0.02929
1,19491031,0.01779
1,19491130,0.01967
1,19491231,0.05425
1,19500131,0.01656
1,19500228,0.00694
1,19500331,-0.00344
1,19500430,0.00787
1,19500531,0.02058
1,19500630,-0.05544
1,19500731,0.01486
1,19500831,0.04384
1,19500930,0.05194
1,19501031,-0.00023
1,19501130,0.00235
1,19501231,0.03746
1,19510131,0.04924
1,19510228,0.00889
1,19510331,-0.02756
1,19510430,0.01333
1,19510531,-0.01413
1,19510630,-0.03562
1,19510731,0.03442
1,19510831,0.03481
1,19510930,-0.0008
1,19511031,-0.02873
1,19511130,-0.00035
1,19511231,0.01961
1,19520131,0.00613
1,19520229,-0.01837
1,19520331,0.01723
1,19520430,-0.03326
1,19520531,0.02211
1,19520630,0.03221
1,19520731,0.00921
1,19520831,0.00948
1,19520930,-0.0258
1,19521031,-0.00419
1,19521130,0.06166
1,19521231,0.01521
1,19530131,0.02501
1,19530228,0.01929
1,19530331,-0.01462
1,19530430,-0.00001
1,19530531,0.00376
1,19530630,-0.00653
1,19530731,0.02728
1,19530831,-0.03295
1,19530930,0.00307
1,19531031,0.01103
1,19531130,0.00798
1,19531231,-0.00483
1,19540131,0.04356
1,19540228,-0.0013
1,19540331,0.014
1,19540430,0.01328
1,19540531,0.02906
1,19540630,0.0076
1,19540731,0.06821
1,19540831,-0.0228
1,19540930,0.03849
1,19541031,-0.02025
1,19541130,0.06425
1,19541231,0.04569
1,19550131,0.00268
1,19550228,0.01643
1,19550331,-0.00676
1,19550430,0.04276
1,19550531,0.00765
1,19550630,0.02451
1,19550731,0.02262
1,19550831,-0.00444
1,19550930,-0.00907
1,19551031,-0.01062
1,19551130,0.03423
1,19551231,0.01102
1,19560131,-0.01511
1,19560229,0.01383
1,19560331,0.01958
1,19560430,0.00795
1,19560531,-0.03123
1,19560630,0.00599
1,19560731,0.02288
1,19560831,-0.01392
1,19560930,-0.03073
1,19561031,0.00393
1,19561130,-0.0039
1,19561231,0.01571
1,19570131,0.01925
1,19570228,-0.01274
1,19570331,0.01724
1,19570430,0.01574
1,19570531,0.01695
1,19570630,-0.00643
1,19570731,0.01107
1,19570831,-0.01861
1,19570930,-0.00913
1,19571031,-0.0196
1,19571130,0.03649
1,19571231,0.00668
1,19580131,0.07648
1,19580228,0.02271
1,19580331,0.04533
1,19580430,0.03622
1,19580531,0.02953
1,19580630,0.0291
1,19580731,0.01958
1,19580831,0.03114
1,19580930,0.04721
1,19581031,0.02884
1,19581130,0.04618
1,19581231,0.02919
1,19590131,0.04268
1,19590228,0.03452
1,19590331,0.00465
1,19590430,0.03654
1,19590531,0.01964
1,19590630,0.02214
1,19590731,0.04072
1,19590831,-0.00158
1,19590930,-0.03052
1,19591031,0.04199
1,19591130,0.01537
1,19591231,0.01483
1,19600131,-0.02923
1,19600229,0.03022
1,19600331,-0.01079
1,19600430,0.01998
1,19600531,0.07078
1,19600630,0.04526
1,19600731,-0.00653
1,19600831,0.04829
1,19600930,-0.03191
1,19601031,0.01918
1,19601130,0.09165
1,19601231,0.04687
1,19610131,0.05791
1,19610228,0.07312
1,19610331,0.05132
1,19610430,-0.00847
1,19610531,0.03974
1,19610630,-0.01142
1,19610731,0.03008
1,19610831,0.05616
1,19610930,0.00316
1,19611031,0.03965
1,19611130,0.05666
1,19611231,-0.02785
1,19620131,-0.05598
1,19620228,0.00374
1,19620331,-0.00501
1,19620430,-0.06428
1,19620531,-0.10994
1,19620630,-0.08438
1,19620731,0.05723
1,19620831,0.01467
1,19620930,-0.05289
1,19621031,-0.02732
1,19621130,0.12328
1,19621231,0.01544
1,19630131,0.05985
1,19630228,-0.02351
1,19630331,0.02574
1,19630430,0.02497
1,19630531,0.02138
1,19630630,-0.01146
1,19630731,-0.0032
1,19630831,0.0501
1,19630930,-0.01271
1,19631031,0.02858
1,19631130,-0.01044
1,19631231,0.02966
1,19640131,0.01025
1,19640229,0.01944
1,19640331,0.03362
1,19640430,-0.00028
1,19640531,0.02059
1,19640630,0.01927
1,19640731,0.02192
1,19640831,-0.00105
1,19640930,0.02054
1,19641031,0.00175
1,19641130,0.01069
1,19641231,0.00391
1,19650131,0.06363
1,19650228,0.01854
1,19650331,-0.0052
1,19650430,0.04472
1,19650531,-0.00447
1,19650630,-0.04996
1,19650731,0.01649
1,19650831,0.04354
1,19650930,0.00687
1,19651031,0.02817
1,19651130,0.01484
1,19651231,0.01752
1,19660131,0.0231
1,19660228,-0.00238
1,19660331,-0.02296
1,19660430,0.00764
1,19660531,-0.0469
1,19660630,-0.01479
1,19660731,-0.01025
1,19660831,-0.06912
1,19660930,-0.01157
1,19661031,0.05238
1,19661130,0.02901
1,19661231,0.00549
1,19670131,0.10149
1,19670228,0.02533
1,19670331,0.05004
1,19670430,0.04791
1,19670531,-0.02349
1,19670630,0.03267
1,19670731,0.06352
1,19670831,-0.00353
1,19670930,0.03701
1,19671031,-0.02069
1,19671130,0.0116
1,19671231,0.03681
1,19680131,-0.00039
1,19680229,-0.02227
1,19680331,0.01039
1,19680430,0.11844
1,19680531,0.05717
1,19680630,0.0136
1,19680731,-0.03471
1,19680831,0.03042
1,19680930,0.05494
1,19681031,0.01325
1,19681130,0.05155
1,19681231,-0.00645
1,19690131,-0.00898
1,19690228,-0.06131
1,19690331,0.01166
1,19690430,0.01615
1,19690531,0.02018
1,19690630,-0.07227
1,19690731,-0.06429
1,19690831,0.05115
1,19690930,0.00751
1,19691031,0.08828
1,19691130,-0.02132
1,19691231,-0.01653
1,19700131,-0.0383
1,19700228,0.04799
1,19700331,-0.00454
1,19700430,-0.09871
1,19700531,-0.06803
1,19700630,-0.00831
1,19700731,0.07165
1,19700831,0.0195
1,19700930,0.06111
1,19701031,0.01213
1,19701130,0.04943
1,19701231,0.0787
1,19710131,0.05528
1,19710228,0.04203
1,19710331,0.0502
1,19710430,0.02479
1,19710531,-0.02351
1,19710630,0.00274
1,19710731,-0.01685
1,19710831,0.03536
1,19710930,0.00301
1,19711031,-0.03971
1,19711130,-0.00124
1,19711231,0.11224
1,19720131,0.03087
1,19720229,0.05163
1,19720331,0.00491
1,19720430,0.02416
1,19720531,0.00986
1,19720630,-0.00747
1,19720731,-0.0092
1,19720831,0.00401
1,19720930,-0.02282
1,19721031,0.00462
1,19721130,0.07338
1,19721231,0.0109
1,19730131,-0.04289
1,19730228,-0.03562
1,19730331,-0.00727
1,19730430,-0.05746
1,19730531,-0.02112
1,19730630,-0.02581
1,19730731,0.08024
1,19730831,-0.02729
1,19730930,0.06528
1,19731031,-0.01378
1,19731130,-0.13389
1,19731231,-0.00987
1,19740131,0.03418
1,19740228,0.01298
1,19740331,-0.01642
1,19740430,-0.03132
1,19740531,-0.02274
1,19740630,-0.00327
1,19740731,-0.09396
1,19740831,-0.09454
1,19740930,-0.10643
1,19741031,0.17101
1,19741130,-0.0298
1,19741231,0.00011
1,19750131,0.20613
1,19750228,0.05171
1,19750331,0.07172
1,19750430,0.04109
1,19750531,0.05919
1,19750630,0.05571
1,19750731,-0.0452
1,19750831,-0.02474
1,19750930,-0.02135
1,19751031,0.10772
1,19751130,0.04812
1,19751231,-0.01205
1,19760131,0.11522
1,19760229,-0.00303
1,19760331,0.00901
1,19760430,-0.01331
1,19760531,-0.01927
1,19760630,0.04008
1,19760731,0.01482
1,19760831,-0.00142
1,19760930,0.01875
1,19761031,-0.01571
1,19761130,0.0229
1,19761231,0.06346
1,19770131,-0.03438
1,19770228,-0.00991
1,19770331,-0.00867
1,19770430,0.00691
1,19770531,-0.00459
1,19770630,0.04774
1,19770731,0.01457
1,19770831,0.00967
1,19770930,0.00666
1,19771031,-0.02495
1,19771130,0.04691
1,19771231,0.00805
1,19780131,-0.0494
1,19780228,0.00372
1,19780331,0.047
1,19780430,0.06881
1,19780531,0.04608
1,19780630,0.00422
1,19780731,0.04096
1,19780831,0.04391
1,19780930,0.00357
1,19781031,-0.10406
1,19781130,0.02169
1,19781231,0.0226
1,19790131,0.04159
1,19790228,-0.02869
1,19790331,0.04792
1,19790430,0.00377
1,19790531,-0.01945
1,19790630,0.03677
1,19790731,0.02093
1,19790831,0.07845
1,19790930,-0.01237
1,19791031,-0.07643
1,19791130,0.05611
1,19791231,0.03751
1,19800131,0.04355
1,19800229,-0.04012
1,19800331,-0.07711
1,19800430,0.07934
1,19800531,0.0813
1,19800630,0.03893
1,19800731,0.08
1,19800831,0.01966
1,19800930,0.00837
1,19801031,0.00689
1,19801130,0.0209
1,19801231,0.01665
1,19810131,0.02299
1,19810228,0.02476
1,19810331,0.07033
1,19810430,0.01698
1,19810531,0.02909
1,19810630,0.00489
1,19810731,-0.00537
1,19810831,-0.04647
1,19810930,-0.0189
1,19811031,0.08165
1,19811130,0.03328
1,19811231,-0.01487
1,19820131,-0.00587
1,19820228,-0.01496
1,19820331,0.0264
1,19820430,0.06953
1,19820531,-0.02992
1,19820630,0.01896
1,19820731,0.00231
1,19820831,0.09484
1,19820930,0.05413
1,19821031,0.11036
1,19821130,0.05821
1,19821231,0.01663
1,19830131,-0.00226
1,19830228,0.0408
1,19830331,0.07762
1,19830430,0.06885
1,19830531,-0.00086
1,19830630,0.03468
1,19830731,-0.02322
1,19830831,0.01354
1,19830930,0.0528
1,19831031,0.00458
1,19831130,0.03038
1,19831231,0.0002
1,19840131,-0.00169
1,19840229,-0.05093
1,19840331,0.02071
1,19840430,0.0103
1,19840531,-0.02392
1,19840630,0.06741
1,19840731,-0.01243
1,19840831,0.09334
1,19840930,0.01583
1,19841031,0.01449
1,19841130,0.00814
1,19841231,0.03095
1,19850131,0.05701
1,19850228,0.05326
1,19850331,0.04644
1,19850430,-0.01467
1,19850531,0.08249
1,19850630,0.02791
1,19850731,-0.01788
1,19850831,0.00881
1,19850930,0.00084
1,19851031,0.04112
1,19851130,0.09208
1,19851231,0.05647
1,19860131,0.02398
1,19860228,0.11359
1,19860331,0.08294
1,19860430,0.01124
1,19860531,0.0878
1,19860630,0.05972
1,19860731,-0.0544
1,19860831,0.03467
1,19860930,-0.10309
1,19861031,0.08721
1,19861130,0.00936
1,19861231,-0.03349
1,19870131,0.14265
1,19870228,0.06064
1,19870331,0.01917
1,19870430,-0.03904
1,19870531,0.03016
1,19870630,0.06884
1,19870731,0.05871
1,19870831,0.04442
1,19870930,-0.02131
1,19871031,-0.20179
1,19871130,-0.07832
1,19871231,0.07995
1,19880131,0.03572
1,19880229,0.06512
1,19880331,-0.01434
1,19880430,0.0015
1,19880531,-0.00271
1,19880630,0.03887
1,19880731,0.01745
1,19880831,-0.00132
1,19880930,0.06637
1,19881031,0.10281
1,19881130,-0.00714
1,19881231,0.0338
1,19890131,0.06274
1,19890228,-0.01364
1,19890331,0.05475
1,19890430,0.05749
1,19890531,0.06222
1,19890630,0.01843
1,19890731,0.11695
1,19890831,-0.0082
1,19890930,-0.00189
1,19891031,-0.0157
1,19891130,0.01886
1,19891231,0.0185
1,19900131,-0.09339
1,19900228,-0.00396
1,19900331,0.04895
1,19900430,-0.00132
1,19900531,0.0941
1,19900630,0.02064
1,19900731,-0.0058
1,19900831,-0.07565
1,19900930,-0.03839
1,19901031,0.03261
1,19901130,0.07276
1,19901231,0.0451
1,19910131,0.0524
1,19910228,0.09922
1,19910331,0.04852
1,19910430,-0.0107
1,19910531,0.04186
1,19910630,-0.04632
1,19910731,0.05601
1,19910831,0.05482
1,19910930,-0.0235
1,19911031,-0.00139
1,19911130,-0.00167
1,19911231,0.14388
1,19920131,-0.02006
1,19920229,0.01385
1,19920331,-0.01491
1,19920430,0.01201
1,19920531,0.01371
1,19920630,-0.0215
1,19920731,0.04949
1,19920831,0.00805
1,19920930,0.01577
1,19921031,-0.00822
1,19921130,0.03511
1,19921231,0.00271
1,19930131,-0.00457
1,19930228,-0.00741
1,19930331,0.00764
1,19930430,-0.07152
1,19930531,0.02433
1,19930630,-0.00406
1,19930731,-0.02283
1,19930831,0.04294
1,19930930,0.00055
1,19931031,0.06498
1,19931130,0.00291
1,19931231,0.01491
1,19940131,0.01064
1,19940228,-0.01287
1,19940331,-0.03773
1,19940430,0.01455
1,19940531,-0.00688
1,19940630,-0.01418
1,19940731,0.03601
1,19940831,0.06543
1,19940930,-0.0011
1,19941031,0.02242
1,19941130,-0.01702
1,19941231,0.01793
1,19950131,0.01916
1,19950228,0.03181
1,19950331,0.03531
1,19950430,0.01755
1,19950531,0.05232
1,19950630,0.02148
1,19950731,0.01569
1,19950831,0.00564
1,19950930,0.06427
1,19951031,0.00551
1,19951130,0.04776
1,19951231,0.01616
1,19960131,0.03328
1,19960229,0.02888
1,19960331,-0.00735
1,19960430,0.00593
1,19960531,0.06331
1,19960630,0.03173
1,19960731,-0.03483
1,19960831,-0.00391
1,19960930,0.04961
1,19961031,0.01535
1,19961130,0.06152
1,19961231,0.00797
1,19970131,0.05742
1,19970228,0.05284
1,19970331,-0.042
1,19970430,0.05523
1,19970531,0.05772
1,19970630,0.04029
1,19970731,0.03734
1,19970831,-0.06212
1,19970930,0.06087
1,19971031,-0.03064
1,19971130,0.06698
1,19971231,0.04306
1,19980131,-0.02727
1,19980228,0.05991
1,19980331,0.06551
1,19980430,-0.02078
1,19980531,0.01452
1,19980630,0.03835
1,19980731,-0.03474
1,19980831,-0.12206
1,19980930,0.02173
1,19981031,0.12173
1,19981130,0.06775
1,19981231,0.01551
1,19990131,-0.0236
1,19990228,-0.03896
1,19990331,-0.02577
1,19990430,0.04931
1,19990531,0.01938
1,19990630,0.00541
1,19990731,-0.01833
1,19990831,-0.02209
1,19990930,-0.06589
1,19991031,0.07551
1,19991130,0.00004
1,19991231,-0.02881
1,20000131,-0.04813
1,20000229,-0.0666
1,20000331,0.06707
1,20000430,0.00067
1,20000531,0.10864
1,20000630,0.03802
1,20000731,0.01729
1,20000831,0.00295
1,20000930,0.03594
1,20001031,0.07732
1,20001130,0.03405
1,20001231,0.05855
1,20010131,-0.01776
1,20010228,0.00699
1,20010331,-0.04089
1,20010430,0.01918
1,20010531,0.0344
1,20010630,-0.00829
1,20010731,0.00328
1,20010831,0.02641
1,20010930,-0.02669
1,20011031,0.01236
1,20011130,0.02938
1,20011231,0.02287
1,20020131,0.01339
1,20020228,0.04426
1,20020331,0.04162
1,20020430,0.03221
1,20020531,0.01598
1,20020630,-0.04478
1,20020731,-0.05988
1,20020831,0.02537
1,20020930,-0.06603
1,20021031,0.05808
1,20021130,-0.00838
1,20021231,0.00757
1,20030131,-0.03735
1,20030228,-0.02283
1,20030331,-0.01303
1,20030430,0.05051
1,20030531,0.09421
1,20030630,0.01327
1,20030731,-0.00875
1,20030831,0.00606
1,20030930,0.01465
1,20031031,0.05988
1,20031130,0.03742
1,20031231,0.04006
1,20040131,0.00313
1,20040229,0.04692
1,20040331,-0.00154
1,20040430,0.01314
1,20040531,-0.01387
1,20040630,0.01804
1,20040731,-0.06145
1,20040831,0.01031
1,20040930,-0.01891
1,20041031,0.02665
1,20041130,0.05322
1,20041231,0.04888
1,20050131,0.00082
1,20050228,0.00938
1,20050331,-0.00422
1,20050430,-0.01194
1,20050531,0.02756
1,20050630,-0.01129
1,20050731,0.02715
1,20050831,0.00715
1,20050930,0.0056
1,20051031,-0.01731
1,20051130,0.01022
1,20051231,0.00709
1,20060131,0.00812
1,20060228,0.01182
1,20060331,0.01351
1,20060430,0.0175
1,20060531,0.0165
1,20060630,-0.00318
1,20060731,0.02692
1,20060831,0.02564
1,20060930,0.01218
1,20061031,0.02659
1,20061130,0.01634
1,20061231,0.01885
1,20070131,0.01976
1,20070228,-0.01066
1,20070331,0.02884
1,20070430,0.03581
1,20070531,0.0249
1,20070630,-0.00815
1,20070731,-0.03192
1,20070831,0.01513
1,20070930,0.03745
1,20071031,0.02821
1,20071130,0.00836
1,20071231,-0.00541
1,20080131,-0.05873
1,20080229,-0.00613
1,20080331,0.01899
1,20080430,0.00564
1,20080531,0.02357
1,20080630,-0.08028
1,20080731,0.0265
1,20080831,0.01738
1,20080930,-0.02454
1,20081031,-0.13003
1,20081130,-0.03859
1,20081231,0.03267
1,20090131,-0.05955
1,20090228,-0.07935
1,20090331,0.06698
1,20090430,0.06406
1,20090531,0.10605
1,20090630,0.01298
1,20090731,0.08431
1,20090831,0.0143
1,20090930,0.05185
1,20091031,0.0046
1,20091130,0.03401
1,20091231,0.03826
1,20100131,-0.02414
1,20100228,0.02975
1,20100331,0.05494
1,20100430,-0.0005
1,20100531,-0.05455
1,20100630,-0.01215
1,20100731,0.07535
1,20100831,-0.01308
1,20100930,0.07615
1,20101031,0.03965
1,20101130,-0.01977
1,20101231,0.04626
1,20110131,-0.01961
1,20110228,0.04981
1,20110331,0.03427
1,20110430,0.05269
1,20110531,0.01364
1,20110630,-0.01718
1,20110731,-0.00915
1,20110831,0.00006
1,20110930,-0.05064
1,20111031,0.06329
1,20111130,0.02247
1,20111231,0.02292
1,20120131,-0.002
1,20120229,0.05449
1,20120331,0.04223
1,20120430,0.01259
1,20120531,-0.03114
1,20120630,0.06185
1,20120731,0.01787
1,20120831,0.0103
1,20120930,0.01422
1,20121031,-0.01124
1,20121130,0.0344
1,20121231,-0.0149
1,20130131,0.05235
1,20130228,0.03687
1,20130331,0.05085
1,20130430,0.0287
1,20130531,-0.01712
1,20130630,0.00022
1,20130731,0.03806
1,20130831,-0.02952
1,20130930,0.02947
1,20131031,0.05073
1,20131130,0.00641
1,20131231,0.03085
1,20140131,-0.06622
1,20140228,0.046
1,20140331,0.02349
1,20140430,0.02211
1,20140531,0.0358
1,20140630,0.01587
1,20140731,-0.04429
1,20140831,0.05499
1,20140930,-0.00363
1,20141031,0.02778
1,20141130,0.04971
1,20141231,-0.02509
2,19260731,0.17307
2,19260831,0.04871
2,19260930,0.06669
2,19261031,-0.07957
2,19261130,-0.00085
2,19261231,0.10396
2,19270131,-0.00771
2,19270228,0.09285
2,19270331,0.02304
2,19270430,0.03389
2,19270531,0.06129
2,19270630,-0.02663
2,19270731,0.13462
2,19270831,0.07333
2,19270930,0.06181
2,19271031,-0.04238
2,19271130,0.06816
2,19271231,0.08228
2,19280131,-0.03247
2,19280229,0.01486
2,19280331,0.2882
2,19280430,0.01672
2,19280531,0.06251
2,19280630,-0.03995
2,19280731,0.01108
2,19280831,0.0993
2,19280930,0.08612
2,19281031,0.00492
2,19281130,0.06294
2,19281231,-0.00706
2,19290131,0.01391
2,19290228,0.00037
2,19290331,-0.01711
2,19290430,-0.00713
2,19290531,-0.14337
2,19290630,0.07628
2,19290731,-0.02546
2,19290831,0.03492
2,19290930,-0.07688
2,19291031,-0.28207
2,19291130,-0.16899
2,19291231,0.053
2,19300131,0.07021
2,19300228,0.03073
2,19300331,0.12325
2,19300430,-0.07527
2,19300531,0.04699
2,19300630,-0.22284
2,19300731,0.12346
2,19300831,-0.01597
2,19300930,-0.16368
2,19301031,-0.1138
2,19301130,0.05662
2,19301231,-0.00726
2,19310131,0.08339
2,19310228,0.17821
2,19310331,-0.032
2,19310430,-0.07345
2,19310531,-0.15825
2,19310630,0.15255
2,19310731,-0.0177
2,19310831,-0.02617
2,19310930,-0.34455
2,19311031,0.13421
2,19311130,-0.03258
2,19311231,-0.08396
2,19320131,-0.06288
2,19320229,0.03028
2,19320331,-0.21765
2,19320430,-0.2896
2,19320531,-0.17613
2,19320630,-0.06112
2,19320731,0.45852
2,19320831,0.47518
2,19320930,0.0962
2,19321031,-0.24338
2,19321130,-0.02369
2,19321231,0.0505
2,19330131,0.01542
2,19330228,-0.23597
2,19330331,0.10182
2,19330430,0.82522
2,19330531,0.30329
2,19330630,0.22123
2,19330731,-0.06452
2,19330831,0.21614
2,19330930,-0.149
2,19331031,-0.09883
2,19331130,0.25856
2,19331231,0.10802
2,19340131,0.14358
2,19340228,-0.01733
2,19340331,-0.00205
2,19340430,-0.06463
2,19340531,-0.12719
2,19340630,-0.02565
2,19340731,-0.13504
2,19340831,0.11168
2,19340930,0.00744
2,19341031,-0.01968
2,19341130,0.18085
2,19341231,0.03793
2,19350131,-0.08746
2,19350228,-0.03083
2,19350331,-0.05548
2,19350430,0.06115
2,19350531,0.03234
2,19350630,0.09969
2,19350731,0.19434
2,19350831,0.09341
2,19350930,0.1152
2,19351031,0.13767
2,19351130,0.03829
2,19351231,0.06454
2,19360131,0.04067
2,19360229,0.04412
2,19360331,0.10774
2,19360430,-0.10066
2,19360531,0.04212
2,19360630,0.06935
2,19360731,0.05028
2,19360831,-0.00172
2,19360930,0.03353
2,19361031,0.05199
2,19361130,-0.01158
2,19361231,-0.07151
2,19370131,0.07526
2,19370228,-0.0033
2,19370331,-0.04036
2,19370430,-0.07806
2,19370531,-0.01877
2,19370630,-0.10626
2,19370731,0.13425
2,19370831,-0.02152
2,19370930,-0.12331
2,19371031,-0.12761
2,19371130,-0.15036
2,19371231,-0.16137
2,19380131,0.11188
2,19380228,0.03564
2,19380331,-0.26984
2,19380430,0.15016
2,19380531,-0.06845
2,19380630,0.36536
2,19380731,0.20101
2,19380831,0.06274
2,19380930,0.00741
2,19381031,0.06739
2,19381130,-0.0102
2,19381231,0.02265
2,19390131,-0.08202
2,19390228,0.07131
2,19390331,-0.17491
2,19390430,0.00789
2,19390531,0.07998
2,19390630,-0.06632
2,19390731,0.17712
2,19390831,-0.06838
2,19390930,0.24289
2,19391031,-0.0126
2,19391130,-0.0282
2,19391231,0.04021
2,19400131,-0.03696
2,19400229,0.02192
2,19400331,0.03862
2,19400430,-0.00362
2,19400531,-0.25815
2,19400630,0.08823
